재해,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
산사태,황교안 태풍 미탁 산사태로 네 분 돌아가셔..가슴이 아프다 | 다음 뉴스,F,5,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 소사구,송내동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,황교안 태풍 미탁 산사태로 네 분 돌아가셔..가슴이 아프다 | 다음 뉴스,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,연제구,거제2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,단독주택,충남,공주시,장기면,"경차 (모닝, 스파크 등)"
산사태,황교안 태풍 미탁 산사태로 네 분 돌아가셔..가슴이 아프다 | 다음 뉴스,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,통진읍,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,동구,좌천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,동구,좌천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,동구,좌천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,동구,좌천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,F,4,무직,100~199만원,아니오,          ,단독주택,부산,부산진구,당감1동,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,충남,천안시 서북구,성정동,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,충남,천안시 서북구,성정동,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,충남,천안시 서북구,성정동,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,충남,천안시 서북구,성정동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,5,퇴직/연금생활자,200~299만원,예    ,자녀 있음 ,단독주택,충남,예산군,예산읍,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,평택시,청북면,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,해운대구,재송2동,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,해운대구,재송2동,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,동래구,안락2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,동래구,안락2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,송파1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,송파1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,F,4,,,      ,          ,,서울,영등포구,양평동,
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,동구,좌천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,부산,동구,좌천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,5,기타 ,"1,000만원 이상",예    ,자녀 있음 ,단독주택,광주,북구,두암1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,아니오,          ,아파트/ 주상복합,경기,의왕시,왕곡동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,2,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",200~299만원,아니오,          ,아파트/ 주상복합,전남,여수시,고소동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,5,,,      ,          ,,인천,남동구,구월2동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,4,"관리직 (사장, 간부, 고위공무원)",700~799만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,구로구,신도림동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,F,2,무직,500~599만원,아니오,          ,아파트/ 주상복합,인천,서구,당하동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,2,무직,400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,중랑구,망우3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,서울,관악구,봉천동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",F,4,"자영업 (도소매업, 숙박업, 미용업)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,의정부시,낙양동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,마포구,용강동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,3,,,      ,          ,,경기,부천시 소사구,소사본2동,
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,2,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 중원구,상대원1동,
산림재해,"울릉군,산림재해일자리안전교육실시",M,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,고성군,간성읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,2,"관리직 (사장, 간부, 고위공무원)",200~299만원,아니오,          ,아파트/ 주상복합,서울,금천구,독산1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,송파1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,송파1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,3,,,      ,          ,,서울,관악구,서림동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,동작구,신대방2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,단독주택,경기,안산시 단원구,고잔동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,송파1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,(10.4. 밤 9시 추가) 19호 태풍 하기비스 경로! 트로피칼 93W 요란 발표! 20호 태풍 너구리 잇따라! 미탁 피해속출! 부산 산사태! 폭우 침수 피해시 주의점! : 네이,M,4,"사무직 (일반사무직, 공무원, 직업군인)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,송파1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",F,4,,,      ,          ,,경기,고양시 덕양구,토당동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,쌍용2동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,4,,,      ,          ,,서울,강남구,압구정동,
산사태,태풍및집중호우시산사태대비국민행동요령,F,4,,,      ,          ,,경기,용인시 기흥구,고매동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,서초2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",F,2,,,      ,          ,,서울,서대문구,홍제동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,구로구,고척동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",F,4,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,영등포본동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,대구,달성군,다사읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,2,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대전,유성구,장대동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,전북,전주시 덕진구,송천동1가,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,동소문동4가,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,M,3,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,전북,군산시,나운2동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산림재해,"울릉군,산림재해일자리안전교육실시",M,2,,,      ,          ,,경북,안동시,태화동,
산림재해,"울릉군,산림재해일자리안전교육실시",F,5,,,      ,          ,,경기,부천시 원미구,중동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,2,무직,100만원 미만,아니오,          ,단독주택,인천,부평구,부평5동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,3,,,      ,          ,,인천,연수구,송도동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",F,4,무직,200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,도봉구,쌍문1동,
산사태,"대형 태풍 하기비스 일본 직격...사망·행불 20여명, 산사태·하천 범람 잇따라",M,5,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,중랑구,상봉1동,"대형차 (제너시스, BMW5급 등)"
산사태,"대형 태풍 하기비스 일본 직격...사망·행불 20여명, 산사태·하천 범람 잇따라",F,4,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,중구,송월동2가,
산사태,"대형 태풍 하기비스 일본 직격...사망·행불 20여명, 산사태·하천 범람 잇따라",F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,서울,동대문구,장안동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,5,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강남구,삼성2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,아파트/ 주상복합,대전,유성구,반석동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,송파구,잠실본동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",F,3,,,      ,          ,,경기,성남시 수정구,신흥2동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,3,,,      ,          ,,경기,고양시 덕양구,고양동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 없음 ,아파트/ 주상복합,충북,청주시 흥덕구,복대동,"대형차 (제너시스, BMW5급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,5,,,      ,          ,,서울,동작구,흑석동,
산림재해,"울릉군,산림재해일자리안전교육실시",F,4,,,      ,          ,,서울,영등포구,당산동5가,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,잠실3동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",F,4,,,      ,          ,,경기,용인시 기흥구,영덕동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,서울,송파구,잠실동,"경차 (모닝, 스파크 등)"
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,3,,,      ,          ,,경기,용인시 수지구,죽전2동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,4,,,      ,          ,,전남,나주시,대호동,
산림재해,"울릉군,산림재해일자리안전교육실시",M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,대전,동구,용운동,
산사태,태풍및집중호우시산사태대비국민행동요령,F,4,,,      ,          ,,경기,화성시,동탄면,
산사태,태풍및집중호우시산사태대비국민행동요령,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,단독주택,대구,달서구,장기동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍및집중호우시산사태대비국민행동요령,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,동구,가오동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,3,,,      ,          ,,서울,은평구,불광1동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,은평구,역촌동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,2,무직,500~599만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 분당구,수내3동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,아니오,          ,아파트/ 주상복합,광주,북구,두암3동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 팔달구,화서동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산불,산불로 전재산 날려도···태풍 피해자에 손길 건넨 강원 주민들,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,중구,유천2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
산림재해,"울릉군,산림재해일자리안전교육실시",M,3,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,아파트/ 주상복합,경기,용인시 수지구,상현동,기타 (승합차/트럭/화물차/기타 차량 등)
산림재해,"울릉군,산림재해일자리안전교육실시",F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,동구,홍도동,
산사태,태풍및집중호우시산사태대비국민행동요령,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,강서구,화곡4동,
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,아파트/ 주상복합,경기,군포시,광정동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,3,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,아니오,          ,단독주택,서울,양천구,신정4동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,3,,,      ,          ,,대전,유성구,계산동,
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,태백시,황지동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,단독주택,부산,연제구,거제3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산림재해,"울릉군,산림재해일자리안전교육실시",M,4,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동작구,대방동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",F,3,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동대문구,제기동,
산사태,"제18호태풍미탁,부산사하구에산사태일으켜…4명매몰돼구조중",M,4,,,      ,          ,,서울,노원구,하계동,
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,2,,,      ,          ,,서울,구로구,신도림동,
산사태,태풍및집중호우시산사태대비국민행동요령,M,5,,,      ,          ,,서울,동대문구,장안2동,
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",F,4,,,      ,          ,,서울,동작구,대방동,
산사태,태풍링링오는데속살드러낸용인석성산…산사태공포,F,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대전,서구,내동,
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",M,2,,,      ,          ,,경기,성남시 중원구,중동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,아니오,          ,단독주택,서울,동작구,사당1동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,4,무직,100만원 미만,아니오,          ,기타 ,경북,상주시,신봉동,
산림재해,"파주시,해빙기산림재해우려지역안전점검실시!",M,3,,,      ,          ,,충남,서산시,운산면,
산사태,"청주폭우290mm물폭탄산사태홍수주의보…침수피해속출,무심천아찔",F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,하남시,신장2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
산사태,"폭염,호우,수난사고,산사태,추락사고,화학물사고중점관리",M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경기,시흥시,은행동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
